global_step,epoch,train/loss,train/accept_len,train/accept_rate
176,0,1.023,1.217,0.16
177,0,0.98,1.227,0.12
178,0,1.047,1.192,0.147
179,0,1.094,1.155,0.119
180,0,0.969,1.186,0.138
181,0,1.0,1.166,0.103
182,0,1.07,1.326,0.196
183,0,1.07,1.282,0.195
184,0,1.016,1.05,0.05
185,0,1.062,1.202,0.164
186,0,1.062,1.163,0.129
187,0,1.0,1.144,0.104
188,0,1.047,1.142,0.104
189,0,1.062,1.186,0.154
190,0,1.008,1.173,0.133
191,0,1.109,1.15,0.111
192,0,1.023,1.163,0.125
193,0,1.008,1.274,0.17
194,0,1.023,1.124,0.095
195,0,0.977,1.148,0.116
196,0,1.0,1.111,0.089
197,0,1.008,1.187,0.129
198,0,0.953,1.173,0.127
199,0,1.0,1.171,0.139
200,0,1.0,1.2,0.134
201,0,0.992,1.296,0.163
202,0,1.023,1.154,0.118
203,0,1.031,1.124,0.091
204,0,1.023,1.193,0.147
205,0,1.047,1.217,0.126
206,0,1.047,1.081,0.052
207,0,1.016,1.107,0.103
208,0,1.07,1.174,0.125
209,0,1.07,1.27,0.177
210,0,1.062,1.142,0.123
211,0,0.953,1.097,0.083
212,0,1.07,1.157,0.12
213,0,1.016,1.039,0.042
214,0,1.039,1.149,0.102
215,0,1.023,1.154,0.107
216,0,1.008,1.246,0.179
217,0,1.016,1.204,0.151
218,0,1.047,1.196,0.137
219,0,1.0,1.287,0.172
220,0,1.047,1.064,0.076
221,0,0.984,1.163,0.116
222,0,1.047,1.109,0.105
223,0,1.023,1.224,0.121
224,0,1.0,1.196,0.138
225,0,1.062,1.098,0.08
226,0,1.016,1.182,0.122
227,0,1.047,1.303,0.197
228,0,1.055,1.244,0.177
229,0,1.008,1.271,0.159
230,0,1.062,1.297,0.169
231,0,1.078,1.132,0.112
232,0,1.039,1.286,0.168
233,0,1.0,1.179,0.107
234,0,1.078,1.403,0.255
235,0,1.047,1.16,0.116
236,0,1.055,1.219,0.147
237,0,1.039,1.178,0.13
238,0,1.016,1.215,0.139
239,0,1.023,1.152,0.113
240,0,1.016,1.117,0.107
241,0,1.008,1.353,0.22
242,0,1.016,1.221,0.141
243,0,1.016,1.349,0.199
244,0,0.961,1.462,0.262
245,0,1.078,1.175,0.129
246,0,1.0,1.139,0.102
247,0,1.023,1.344,0.217
248,0,1.039,1.138,0.133
249,0,1.0,1.183,0.117
250,0,1.023,1.271,0.215
251,0,1.031,1.336,0.237
252,0,0.926,1.06,0.04
253,0,1.039,1.378,0.229
254,0,1.031,1.218,0.146
255,0,1.023,1.252,0.143
256,0,1.086,1.214,0.152
257,0,1.07,1.329,0.201
258,0,1.031,1.15,0.113
259,0,1.055,1.315,0.209
260,0,1.125,1.174,0.141
261,0,1.039,1.275,0.163
262,0,1.039,1.26,0.187
263,0,1.102,1.08,0.063
264,0,1.016,1.266,0.176
265,0,1.031,1.295,0.192
266,0,1.039,1.133,0.108
267,0,1.094,1.259,0.187
268,0,1.047,1.105,0.095
269,0,1.023,1.375,0.234
270,0,1.062,1.22,0.138
271,0,1.039,1.237,0.171
272,0,1.039,1.206,0.136
273,0,1.031,1.276,0.146
274,0,1.039,1.19,0.137
275,0,1.047,1.253,0.158
276,0,1.023,1.264,0.183
277,0,1.062,1.194,0.135
278,0,1.023,1.127,0.101
279,0,1.0,1.152,0.124
280,0,0.996,1.15,0.107
281,0,1.031,1.299,0.171
282,0,1.016,1.284,0.172
283,0,1.031,1.256,0.167
284,0,1.078,1.343,0.219
285,0,1.016,1.309,0.165
286,0,1.039,1.155,0.134
287,0,1.031,1.247,0.169
288,0,1.047,1.173,0.128
289,0,0.961,1.417,0.242
290,0,1.047,1.157,0.126
291,0,1.008,1.28,0.176
292,0,1.109,1.118,0.07
293,0,1.008,1.262,0.177
294,0,0.949,1.438,0.262
295,0,0.996,1.234,0.158
296,0,1.031,1.14,0.126
297,0,1.062,1.163,0.117
298,0,0.984,1.298,0.185
299,0,1.062,1.182,0.124
300,0,1.055,1.208,0.156
301,0,1.047,1.234,0.144
302,0,0.965,1.236,0.144
303,0,0.977,1.19,0.156
304,0,1.0,1.07,0.092
305,0,0.93,1.334,0.223
306,0,1.062,1.143,0.104
307,0,1.008,1.099,0.089
308,0,1.031,1.083,0.08
309,0,1.0,1.358,0.21
310,0,1.047,1.169,0.129
311,0,1.062,1.142,0.106
312,0,1.156,1.145,0.099
313,0,1.023,1.261,0.151
314,0,0.961,1.553,0.266
315,0,1.047,1.208,0.149
316,0,1.031,1.176,0.126
317,0,0.988,1.412,0.266
318,0,1.039,1.23,0.144
319,0,1.031,1.32,0.18
320,0,1.055,1.106,0.09
321,0,1.047,1.13,0.1
322,0,1.0,1.309,0.176
323,0,0.988,1.264,0.155
324,0,0.961,1.285,0.17
325,0,0.977,1.202,0.149
326,0,0.992,1.196,0.164
327,0,0.973,1.174,0.137
328,0,0.988,1.155,0.118
329,0,0.984,1.049,0.064
330,0,0.98,1.241,0.137
331,0,1.031,1.138,0.112
332,0,1.016,1.204,0.127
333,0,0.961,1.242,0.201
334,0,1.016,1.245,0.164
335,0,1.086,1.126,0.109
336,0,1.055,1.118,0.106
337,0,1.016,1.222,0.136
338,0,1.016,1.313,0.184
339,0,1.031,1.193,0.149
340,0,0.992,1.381,0.19
341,0,1.086,1.21,0.131
342,0,1.023,1.32,0.159
343,0,1.023,1.35,0.219
344,0,1.008,1.351,0.177
345,0,1.062,1.299,0.185
346,0,1.031,1.326,0.203
347,0,0.977,1.275,0.18
348,0,0.969,1.248,0.146
349,0,0.984,1.31,0.153
350,0,0.969,1.378,0.206
351,0,0.945,1.236,0.149
352,0,0.875,1.128,0.109
353,0,0.957,1.247,0.165
354,0,1.039,1.196,0.136
355,0,1.0,1.191,0.12
356,0,1.023,1.167,0.126
357,0,0.996,1.27,0.181
358,0,0.988,1.174,0.122
359,0,1.062,1.152,0.124
360,0,0.992,1.171,0.122
361,0,0.973,1.35,0.196
362,0,1.078,1.206,0.158
363,0,1.047,1.146,0.107
364,0,0.992,1.242,0.165
365,0,0.984,1.276,0.185
366,0,1.039,1.307,0.172
367,0,1.0,1.337,0.176
368,0,1.016,1.319,0.172
369,0,1.0,1.273,0.181
370,0,0.984,1.302,0.19
371,0,0.961,1.275,0.169
372,0,0.93,1.27,0.168
373,0,0.98,1.19,0.118
374,0,0.984,1.229,0.17
375,0,0.977,1.252,0.143
376,0,0.969,1.363,0.226
377,0,1.0,1.182,0.13
378,0,0.992,1.191,0.152
379,0,0.938,1.159,0.126
380,0,0.922,1.298,0.215
381,0,0.953,1.33,0.198
382,0,0.973,1.171,0.129
383,0,0.977,1.241,0.149
384,0,0.949,1.237,0.167
385,0,0.91,1.403,0.243
386,0,1.016,1.199,0.129
387,0,0.969,1.191,0.143
388,0,0.984,1.272,0.159
389,0,0.914,1.453,0.3
390,0,0.988,1.142,0.094
391,0,0.984,1.304,0.185
392,0,0.977,1.268,0.18
393,0,0.969,1.203,0.146
394,0,0.961,1.181,0.15
395,0,0.91,1.416,0.232
396,0,0.879,1.085,0.081
397,0,0.953,1.354,0.236
398,0,0.961,1.22,0.159
399,0,0.98,1.158,0.12
400,0,0.957,1.235,0.159
401,0,0.992,1.122,0.104
402,0,0.957,1.327,0.182
403,0,0.961,1.361,0.206
404,0,0.93,1.434,0.242
405,0,0.941,1.334,0.179
406,0,0.938,1.422,0.243
407,0,0.988,1.142,0.099
408,0,0.926,1.425,0.256
409,0,0.996,1.115,0.105
410,0,0.961,1.208,0.152
411,0,0.969,1.35,0.198
412,0,0.914,1.428,0.25
413,0,0.898,1.376,0.253
414,0,0.98,1.165,0.159
415,0,0.875,2.156,0.346
416,0,0.953,1.287,0.186
417,0,0.926,1.445,0.235
418,0,1.141,1.266,0.296
419,0,0.957,1.177,0.127
420,0,0.945,1.21,0.154
421,0,0.883,1.461,0.239
422,0,0.992,1.133,0.102
423,0,0.973,1.126,0.113
424,0,0.984,1.175,0.124
425,0,0.93,1.368,0.203
426,0,0.918,1.352,0.202
427,0,0.945,1.196,0.122
428,0,0.93,1.226,0.138
429,0,0.922,1.378,0.214
430,0,0.965,1.156,0.12
431,0,1.008,1.116,0.119
432,0,0.996,1.148,0.109
433,0,0.945,1.298,0.213
434,0,0.961,1.37,0.217
435,0,0.938,1.439,0.233
436,0,0.992,1.241,0.163
437,0,0.984,1.304,0.186
438,0,0.945,1.478,0.259
439,0,0.961,1.275,0.175
440,0,0.961,1.159,0.128
441,0,0.977,1.353,0.201
442,0,0.961,1.355,0.198
443,0,0.953,1.253,0.151
444,0,0.98,1.168,0.146
445,0,0.938,1.365,0.235
446,0,0.973,1.303,0.196
447,0,0.922,1.352,0.249
448,0,0.914,1.506,0.25
449,0,0.961,1.286,0.186
450,0,0.953,1.276,0.198
451,0,0.938,1.272,0.169
452,0,0.918,1.446,0.229
453,0,0.992,1.254,0.163
454,0,0.953,1.281,0.182
455,0,0.938,1.338,0.181
456,0,0.945,1.465,0.223
457,0,0.93,1.345,0.192
458,0,0.984,1.148,0.124
459,0,0.906,1.53,0.268
460,0,0.953,1.329,0.217
461,0,0.973,1.343,0.175
462,0,0.961,1.223,0.162
463,0,0.938,1.437,0.208
464,0,0.859,1.497,0.287
465,0,0.938,1.331,0.211
466,0,0.957,1.333,0.173
467,0,0.918,1.283,0.167
468,0,0.941,1.207,0.171
469,0,0.91,1.39,0.2
470,0,0.965,1.245,0.135
471,0,0.898,1.492,0.221
472,0,0.926,1.333,0.178
473,0,0.863,1.187,0.17
474,0,0.961,1.223,0.14
475,0,0.938,1.317,0.197
476,0,0.945,1.403,0.215
477,0,0.945,1.27,0.13
478,0,0.953,1.233,0.151
479,0,0.945,1.258,0.172
480,0,0.949,1.294,0.158
481,0,0.953,1.187,0.146
482,0,0.883,1.558,0.298
483,0,1.031,1.132,0.075
484,0,0.93,1.362,0.201
485,0,0.973,1.344,0.191
486,0,0.969,1.278,0.147
487,0,0.852,1.548,0.312
488,0,0.953,1.26,0.207
489,0,0.961,1.2,0.138
490,0,0.836,1.649,0.327
491,0,0.984,1.114,0.135
492,0,0.91,1.356,0.176
493,0,1.0,1.253,0.149
494,0,0.891,1.424,0.241
495,0,0.918,1.415,0.234
496,0,0.961,1.226,0.164
497,0,0.953,1.288,0.152
498,0,0.949,1.289,0.167
499,0,0.977,1.176,0.135
500,0,0.969,1.213,0.134
501,0,0.926,1.332,0.188
502,0,0.926,1.239,0.169
503,0,0.93,1.496,0.231
504,0,0.93,1.38,0.19
505,0,0.977,1.197,0.141
506,0,0.98,1.237,0.164
507,0,0.93,1.368,0.209
508,0,0.957,1.22,0.148
509,0,1.016,1.23,0.128
510,0,1.008,1.25,0.134
511,0,0.875,1.478,0.255
512,0,0.977,1.237,0.143
513,0,1.0,1.225,0.131
514,0,0.957,1.234,0.159
515,0,0.973,1.189,0.132
516,0,0.934,1.291,0.144
517,0,0.953,1.259,0.15
518,0,0.855,1.545,0.234
519,0,0.941,1.267,0.168
520,0,0.859,1.464,0.25
521,0,0.895,1.367,0.2
522,0,0.922,1.28,0.168
523,0,0.926,1.271,0.182
524,0,0.844,1.557,0.273
525,0,0.965,1.205,0.137
526,0,0.961,1.168,0.111
527,0,1.008,1.203,0.125
528,0,0.961,1.329,0.187
529,0,0.957,1.201,0.149
530,0,0.953,1.299,0.195
531,0,1.023,1.199,0.148
532,0,0.934,1.268,0.168
533,0,0.953,1.396,0.203
534,0,0.84,1.648,0.274
535,0,0.953,1.246,0.166
536,0,0.93,1.386,0.197
537,0,0.898,1.46,0.264
538,0,0.957,1.379,0.201
539,0,0.902,1.357,0.2
540,0,0.859,1.375,0.249
541,0,0.934,1.373,0.197
542,0,0.891,1.171,0.13
543,0,0.82,1.594,0.305
544,0,0.848,1.533,0.253
545,0,0.93,1.282,0.164
546,0,0.969,1.268,0.169
547,0,0.914,1.255,0.145
548,0,0.984,1.301,0.141
549,0,0.906,1.406,0.231
550,0,0.93,1.32,0.177
551,0,0.902,1.378,0.196
552,0,0.926,1.318,0.185
553,0,0.949,1.216,0.138
554,0,0.996,1.155,0.096
555,0,0.879,1.383,0.186
556,0,0.875,1.531,0.248
557,0,0.934,1.276,0.168
558,0,0.859,1.459,0.231
559,0,0.961,1.219,0.121
560,0,0.953,1.33,0.177
561,0,0.945,1.266,0.173
562,0,0.992,1.204,0.144
563,0,0.953,1.389,0.188
564,0,0.914,1.475,0.23
565,0,0.977,1.225,0.152
566,0,0.895,1.376,0.211
567,0,0.945,1.265,0.158
568,0,0.945,1.283,0.172
569,0,0.914,1.401,0.232
570,0,0.93,1.289,0.182
571,0,0.949,1.282,0.166
572,0,0.938,1.37,0.195
573,0,0.938,1.331,0.215
574,0,0.941,1.106,0.077
575,0,0.844,1.626,0.285
576,0,0.965,1.263,0.152
577,0,0.898,1.364,0.226
578,0,0.926,1.29,0.175
579,0,0.898,1.317,0.207
580,0,0.969,1.274,0.153
581,0,0.945,1.379,0.196
582,0,0.828,1.575,0.301
583,0,0.918,1.425,0.208
584,0,0.945,1.35,0.188
585,0,0.867,1.583,0.237
586,0,0.93,1.304,0.159
587,0,0.965,1.273,0.142
588,0,0.844,1.658,0.281
589,0,0.965,1.268,0.164
590,0,0.934,1.37,0.174
591,0,0.98,1.236,0.144
592,0,0.957,1.255,0.144
593,0,0.898,1.381,0.208
594,0,0.859,1.302,0.22
595,0,0.953,1.198,0.144
596,0,0.867,1.446,0.223
597,0,0.934,1.3,0.179
598,0,0.918,1.421,0.21
599,0,0.934,1.366,0.191
600,0,0.875,1.422,0.223
601,0,0.898,1.424,0.215
602,0,0.961,1.271,0.169
603,0,0.961,1.259,0.154
604,0,0.902,1.327,0.2
605,0,0.922,1.309,0.186
606,0,0.965,1.259,0.156
607,0,1.008,1.21,0.139
608,0,0.918,1.311,0.201
609,0,0.938,1.23,0.144
610,0,0.977,1.171,0.132
611,0,0.949,1.211,0.166
612,0,0.875,1.48,0.25
613,0,0.914,1.309,0.166
614,0,0.824,1.508,0.277
615,0,0.84,1.635,0.262
616,0,0.891,1.467,0.219
617,0,0.906,1.36,0.198
618,0,0.945,1.295,0.149
619,0,0.898,1.572,0.247
620,0,0.844,1.535,0.272
621,0,0.984,1.205,0.136
622,0,0.918,1.31,0.179
623,0,0.875,1.589,0.309
624,0,0.836,1.654,0.293
625,0,0.879,1.502,0.252
626,0,0.867,1.418,0.222
627,0,0.898,1.471,0.233
628,0,0.867,1.558,0.24
629,0,0.867,1.616,0.274
630,0,0.918,1.387,0.199
631,0,0.883,1.459,0.232
632,0,0.855,1.511,0.257
633,0,0.867,1.529,0.246
634,0,0.906,1.52,0.25
635,0,0.93,1.413,0.202
636,0,0.945,1.376,0.19
637,0,0.941,1.328,0.189
638,0,0.922,1.351,0.206
639,0,0.867,1.505,0.227
640,0,0.898,1.66,0.321
641,0,0.891,1.37,0.226
642,0,0.934,1.388,0.213
643,0,0.941,1.233,0.161
644,0,0.82,1.484,0.249
645,0,0.945,1.342,0.189
646,0,0.926,1.756,0.411
647,0,0.891,1.502,0.197
648,0,0.906,1.412,0.205
649,0,0.891,1.501,0.257
650,0,0.828,1.612,0.311
651,0,0.953,1.221,0.137
652,0,0.949,1.125,0.089
653,0,0.883,1.337,0.229
654,0,0.93,1.349,0.166
655,0,0.973,1.279,0.169
656,0,0.898,1.534,0.228
657,0,0.961,1.411,0.229
658,0,0.918,1.459,0.21
659,0,0.852,1.548,0.261
660,0,0.836,1.647,0.286
661,0,0.91,1.415,0.185
662,0,0.898,1.369,0.189
663,0,0.859,1.595,0.298
664,0,0.918,1.301,0.174
665,0,0.922,1.265,0.169
666,0,0.859,1.647,0.287
667,0,0.953,1.214,0.146
668,0,0.934,1.27,0.185
669,0,0.891,1.433,0.208
670,0,0.852,1.613,0.277
671,0,0.883,1.529,0.244
672,0,0.973,1.216,0.148
673,0,0.93,1.355,0.223
674,0,0.875,1.552,0.245
675,0,0.953,1.322,0.195
676,0,0.867,1.531,0.248
677,0,0.992,1.258,0.151
678,0,0.949,1.203,0.131
679,0,0.918,1.262,0.179
680,0,0.922,1.33,0.198
681,0,0.777,2.02,0.38
682,0,0.906,1.381,0.194
683,0,0.961,1.131,0.107
684,0,0.895,1.408,0.225
685,0,0.914,1.398,0.199
686,0,0.926,1.287,0.165
687,0,0.93,1.271,0.15
688,0,0.844,1.573,0.278
689,0,0.859,1.486,0.259
690,0,0.992,1.164,0.118
691,0,0.879,1.369,0.221
692,0,0.895,1.348,0.239
693,0,0.891,1.446,0.222
694,0,0.895,1.351,0.196
695,0,0.867,1.542,0.258
696,0,0.859,1.528,0.275
697,0,0.895,1.454,0.223
698,0,0.805,1.898,0.317
699,0,0.918,1.355,0.171
700,0,0.883,1.433,0.217
701,0,0.922,1.227,0.145
702,0,0.914,1.415,0.217
703,0,0.891,1.535,0.25
704,0,0.883,1.492,0.238
705,0,0.898,1.533,0.233
706,0,0.93,1.362,0.162
707,0,0.914,1.322,0.198
708,0,0.93,1.249,0.16
709,0,0.887,1.499,0.24
710,0,0.812,1.756,0.334
711,0,0.891,1.374,0.225
712,0,0.887,1.482,0.227
713,0,0.828,1.769,0.287
714,0,0.875,1.51,0.226
715,0,0.922,1.491,0.202
716,0,0.812,1.884,0.323
717,0,0.914,1.375,0.203
718,0,0.902,1.43,0.193
719,0,0.934,1.397,0.171
720,0,0.871,1.528,0.239
721,0,0.906,1.57,0.288
722,0,0.945,1.328,0.175
723,0,0.852,1.622,0.254
724,0,0.891,1.532,0.255
725,0,0.891,1.543,0.25
726,0,0.918,1.334,0.184
727,0,0.914,1.298,0.22
728,0,0.859,1.56,0.254
729,0,0.914,1.484,0.242
730,0,0.887,1.588,0.245
731,0,0.922,1.411,0.184
732,0,0.895,1.402,0.179
733,0,0.883,1.51,0.224
734,0,0.926,1.295,0.183
735,0,0.867,1.443,0.291
736,0,0.938,1.447,0.207
737,0,0.887,1.468,0.207
738,0,1.039,1.139,0.084
739,0,0.938,1.395,0.196
740,0,0.914,1.422,0.235
741,0,0.84,1.714,0.295
742,0,0.773,2.117,0.369
743,0,0.805,1.868,0.336
744,0,0.898,1.201,0.157
745,0,0.961,1.309,0.172
746,0,0.895,1.307,0.171
747,0,0.902,1.413,0.221
748,0,0.977,1.166,0.108
749,0,0.914,1.42,0.219
750,0,0.867,1.466,0.229
751,0,0.922,1.393,0.236
752,0,0.82,1.725,0.298
753,0,0.781,1.873,0.356
754,0,0.93,1.411,0.185
755,0,0.949,1.376,0.176
756,0,0.852,1.568,0.285
757,0,0.848,1.668,0.298
758,0,0.961,1.197,0.122
759,0,0.867,1.622,0.25
760,0,0.965,1.167,0.122
761,0,0.965,1.163,0.127
762,0,0.875,1.525,0.243
763,0,0.883,1.427,0.23
764,0,0.957,1.323,0.174
765,0,0.922,1.236,0.137
766,0,1.023,1.152,0.134
767,0,0.82,1.639,0.293
768,0,0.883,1.423,0.238
769,0,0.859,1.603,0.252
770,0,0.867,1.643,0.248
771,0,0.941,1.38,0.196
772,0,0.941,1.349,0.173
773,0,0.91,1.455,0.188
774,0,0.938,1.343,0.19
775,0,0.844,1.526,0.266
776,0,0.926,1.251,0.152
777,0,0.949,1.281,0.172
778,0,0.844,1.54,0.269
779,0,0.898,1.386,0.215
780,0,0.918,1.226,0.159
781,0,0.938,1.309,0.186
782,0,0.883,1.502,0.221
783,0,0.898,1.492,0.261
784,0,0.922,1.338,0.19
785,0,0.867,1.614,0.244
786,0,0.938,1.208,0.157
787,0,0.891,1.441,0.191
788,0,0.914,1.335,0.161
789,0,0.867,1.531,0.241
790,0,0.867,1.594,0.234
791,0,0.957,1.206,0.129
792,0,0.863,1.397,0.16
793,0,0.891,1.453,0.227
794,0,0.949,1.464,0.198
795,0,0.883,1.523,0.237
796,0,0.859,1.63,0.271
797,0,0.977,1.353,0.185
798,0,0.953,1.26,0.151
799,0,0.883,1.43,0.262
800,0,0.844,1.699,0.288
801,0,0.828,1.735,0.307
802,0,0.84,1.698,0.317
803,0,0.941,1.274,0.163
804,0,0.836,1.7,0.295
805,0,0.844,1.692,0.286
806,0,0.902,1.374,0.199
807,0,0.852,1.56,0.242
808,0,0.875,1.429,0.214
809,0,0.828,1.674,0.309
810,0,0.938,1.158,0.094
811,0,0.812,1.83,0.29
812,0,0.883,1.426,0.247
813,0,0.906,1.497,0.204
814,0,0.852,1.647,0.275
815,0,0.914,1.347,0.188
816,0,0.836,1.558,0.279
817,0,0.883,1.44,0.224
818,0,0.93,1.246,0.164
819,0,0.879,1.504,0.24
820,0,0.773,1.871,0.346
821,0,0.879,1.461,0.23
822,0,0.914,1.409,0.208
823,0,0.836,1.686,0.277
824,0,0.875,1.609,0.25
825,0,0.922,1.368,0.171
826,0,0.938,1.334,0.194
827,0,0.922,1.385,0.186
828,0,0.793,1.886,0.353
829,0,0.953,1.307,0.164
830,0,0.93,1.339,0.227
831,0,0.961,1.258,0.15
832,0,0.879,1.248,0.128
833,0,0.973,1.27,0.166
834,0,0.875,1.613,0.277
835,0,0.836,1.782,0.292
836,0,0.957,1.269,0.15
837,0,0.938,1.435,0.191
838,0,0.883,1.583,0.254
839,0,0.906,1.523,0.251
840,0,0.867,1.568,0.245
841,0,0.711,2.236,0.405
842,0,0.797,1.82,0.329
843,0,0.871,1.477,0.232
844,0,0.77,1.949,0.377
845,0,0.977,1.261,0.144
846,0,0.93,1.391,0.199
847,0,0.828,1.658,0.295
848,0,0.824,1.762,0.292
849,0,0.938,1.46,0.213
850,0,0.734,1.974,0.375
851,0,0.859,1.799,0.338
852,0,0.859,1.623,0.261
853,0,0.93,1.475,0.236
854,0,0.941,1.297,0.161
855,0,0.906,1.253,0.147
856,0,0.887,1.499,0.216
857,0,0.93,1.378,0.201
858,0,0.883,1.535,0.231
859,0,0.891,1.493,0.237
860,0,0.82,1.892,0.349
861,0,0.836,1.736,0.287
862,0,0.812,1.803,0.326
863,0,0.883,1.617,0.233
864,0,0.871,1.574,0.275
865,0,0.914,1.42,0.208
866,0,0.867,1.571,0.272
